"Coefficient","CpG"
0,"cg05212424"
0,"cg05212484"
0,"cg05213609"
0,"cg05214767"
0,"cg05215357"
0,"cg05216621"
0,"cg05217182"
0,"cg05217279"
0,"cg05218225"
0,"cg05219417"
0,"cg05221286"
0,"cg05222658"
0,"cg05226148"
0,"cg05226860"
0,"cg05228254"
0,"cg05229784"
0,"cg05232001"
0,"cg05232130"
0,"cg05238736"
0,"cg05243338"
0,"cg05247547"
0,"cg05247990"
0,"cg05249880"
0,"cg05252645"
0,"cg05253023"
0,"cg05253866"
0,"cg05256656"
0,"cg05260361"
0,"cg05260526"
0,"cg05260869"
0,"cg05262711"
0,"cg05265270"
0.13581245712865,"cg05265959"
0,"cg05267627"
0,"cg05270634"
0,"cg05273495"
0,"cg05273821"
0,"cg05275337"
0,"cg05277538"
0,"cg05278305"
0,"cg05280471"
0,"cg05280803"
0,"cg05284834"
0,"cg05296643"
0,"cg05297127"
0,"cg05297162"
0,"cg05299242"
0,"cg05299431"
0,"cg05302107"
0,"cg05303018"
0,"cg05303585"
0,"cg05308374"
0,"cg05308715"
0,"cg05311559"
0,"cg05311959"
0,"cg05312482"
0,"cg05313078"
0,"cg05313144"
0,"cg05313153"
0,"cg05314634"
0,"cg05317739"
0,"cg05318100"
0,"cg05319795"
0,"cg05320089"
0,"cg05320843"
0.0473845131205364,"cg05326840"
0,"cg05328510"
0,"cg05330587"
0,"cg05331950"
0,"cg05332360"
0,"cg05332877"
0,"cg05337739"
0,"cg05338001"
0,"cg05338309"
0,"cg05341330"
0,"cg05341636"
0,"cg05346606"
0,"cg05347424"
0,"cg05352889"
0,"cg05354872"
0,"cg05357426"
0,"cg05357987"
0,"cg05358536"
0,"cg05359510"
0,"cg05361761"
0,"cg05362511"
0,"cg05362516"
0,"cg05362669"
0,"cg05362744"
0,"cg05366606"
0,"cg05366673"
0,"cg05368275"
0,"cg05370805"
0,"cg05372644"
0,"cg05373428"
0,"cg05373603"
0.0552809352280989,"cg05377512"
0,"cg05379675"
0,"cg05382001"
0,"cg05383437"
0,"cg05385111"
0,"cg05387692"
0,"cg05388544"
0,"cg05388899"
0,"cg05389472"
0,"cg05390449"
0,"cg05393688"
0,"cg05396010"
0,"cg05396320"
0,"cg05399958"
0,"cg05401971"
0,"cg05402195"
0,"cg05406154"
0,"cg05406595"
0,"cg05407325"
0,"cg05407740"
0,"cg05409038"
0,"cg05409685"
0,"cg05412840"
0,"cg05413840"
0,"cg05413941"
0,"cg05415282"
0,"cg05415875"
0,"cg05424177"
0,"cg05424351"
0,"cg05425369"
0,"cg05428833"
0,"cg05429678"
0,"cg05432180"
0,"cg05433039"
0,"cg05434345"
0,"cg05434807"
0,"cg05436467"
0,"cg05443576"
0,"cg05444660"
0,"cg05446174"
0,"cg05446945"
0,"cg05447476"
0,"cg05450500"
0,"cg05451655"
0,"cg05454558"
0,"cg05454653"
0,"cg05454894"
0,"cg05455896"
0,"cg05456580"
0,"cg05457273"
0,"cg05460366"
0,"cg05462355"
0,"cg05462592"
0,"cg05465967"
0,"cg05466175"
0,"cg05466969"
0,"cg05470767"
0,"cg05470773"
0,"cg05472074"
0,"cg05472612"
0,"cg05473517"
0,"cg05474883"
0,"cg05475048"
0,"cg05478041"
0,"cg05478327"
0,"cg05478738"
0,"cg05482230"
0,"cg05482254"
0,"cg05483041"
0,"cg05484434"
0,"cg05484808"
0,"cg05486014"
0,"cg05486213"
0,"cg05486822"
0,"cg05487364"
0,"cg05490078"
0,"cg05491758"
0,"cg05493978"
0,"cg05495985"
0,"cg05497169"
0,"cg05497416"
0,"cg05499494"
0,"cg05501112"
0,"cg05506365"
0,"cg05506474"
0,"cg05513929"
0,"cg05515765"
0,"cg05519561"
0,"cg05521636"
0,"cg05523563"
0,"cg05524242"
0,"cg05526228"
0,"cg05529086"
0.321016608322889,"cg05530690"
0,"cg05531564"
0,"cg05533095"
0,"cg05535461"
0,"cg05537515"
0,"cg05537796"
0,"cg05540907"
0,"cg05543238"
0,"cg05543909"
0,"cg05548785"
0,"cg05549807"
0,"cg05551621"
0,"cg05552134"
0,"cg05552755"
0,"cg05553502"
0,"cg05557064"
0,"cg05559149"
0,"cg05560670"
0,"cg05563253"
0,"cg05564167"
0,"cg05569793"
0,"cg05569803"
0,"cg05570491"
0,"cg05571134"
0,"cg05571450"
0,"cg05571800"
0,"cg05573165"
0,"cg05575054"
0,"cg05575546"
0,"cg05576828"
0,"cg05577301"
0,"cg05577345"
0,"cg05578628"
0,"cg05584230"
0,"cg05584808"
0,"cg05587638"
0,"cg05588506"
0,"cg05589845"
0,"cg05590009"
0,"cg05596483"
0,"cg05597983"
0,"cg05600417"
0,"cg05603368"
0,"cg05605102"
0,"cg05605166"
0,"cg05606175"
0,"cg05606581"
0,"cg05609811"
0,"cg05612368"
0,"cg05613307"
0,"cg05615329"
0,"cg05615712"
0,"cg05617553"
0,"cg05618746"
0,"cg05620901"
0,"cg05621378"
0,"cg05622337"
0,"cg05628201"
0,"cg05628515"
0,"cg05629639"
0,"cg05629730"
0,"cg05630725"
0,"cg05630810"
0,"cg05634856"
0,"cg05635248"
0,"cg05635693"
0,"cg05639775"
0,"cg05642042"
0,"cg05645012"
0,"cg05645807"
0,"cg05646405"
0,"cg05648843"
0,"cg05650111"
0,"cg05651663"
0,"cg05655308"
0,"cg05656415"
0,"cg05656469"
0,"cg05656590"
0,"cg05659014"
0,"cg05659128"
0,"cg05660816"
0,"cg05661427"
0,"cg05661521"
0,"cg05662644"
0,"cg05664157"
0,"cg05664895"
0,"cg05666493"
0,"cg05666541"
0,"cg05671661"
0,"cg05675373"
0,"cg05676622"
0,"cg05678488"
0,"cg05679822"
0,"cg05681548"
0,"cg05681757"
0,"cg05682600"
0,"cg05684493"
0,"cg05689726"
0,"cg05692692"
0,"cg05693178"
0,"cg05695712"
0,"cg05696347"
0,"cg05698015"
0,"cg05701280"
0,"cg05704605"
0,"cg05705651"
0,"cg05706365"
0,"cg05708618"
-0.150672862014545,"cg05708750"
0,"cg05709691"
0,"cg05713619"
0,"cg05713651"
0,"cg05714161"
0,"cg05715367"
0,"cg05717498"
0,"cg05719620"
0,"cg05722263"
0,"cg05723322"
0,"cg05724244"
0,"cg05725590"
0,"cg05730460"
0,"cg05730868"
0,"cg05731834"
0,"cg05733595"
0,"cg05736341"
0,"cg05737629"
0,"cg05739278"
0,"cg05741426"
0,"cg05742354"
0,"cg05742411"
0,"cg05742632"
0,"cg05744273"
0,"cg05745611"
0,"cg05747788"
0,"cg05750171"
0,"cg05750262"
0,"cg05751066"
0,"cg05751969"
0,"cg05754145"
0,"cg05758851"
0,"cg05759182"
0,"cg05759873"
0,"cg05761508"
0,"cg05762436"
0,"cg05762489"
0,"cg05764166"
0,"cg05765439"
0,"cg05766129"
0,"cg05767211"
0,"cg05770325"
0,"cg05771328"
0,"cg05772542"
0,"cg05772846"
0,"cg05774801"
0,"cg05775572"
0,"cg05775627"
0,"cg05776266"
0,"cg05778253"
0,"cg05779101"
0,"cg05779610"
0,"cg05780366"
0,"cg05781984"
0,"cg05784086"
0,"cg05784402"
0,"cg05787200"
0,"cg05787618"
0,"cg05789487"
0,"cg05790430"
0,"cg05793328"
0,"cg05796422"
0,"cg05797732"
0,"cg05797975"
0,"cg05798330"
0,"cg05799250"
0,"cg05801021"
0,"cg05801832"
0,"cg05803081"
0,"cg05803741"
0,"cg05804496"
0,"cg05805769"
0,"cg05809127"
0,"cg05810333"
0,"cg05811474"
0,"cg05811612"
0,"cg05814190"
0,"cg05817477"
0,"cg05817746"
0,"cg05820392"
0,"cg05821475"
0,"cg05822239"
0,"cg05824380"
0,"cg05825700"
0,"cg05826751"
0,"cg05837918"
0,"cg05839636"
0,"cg05845204"
0,"cg05847200"
0,"cg05847336"
0,"cg05847769"
0,"cg05848491"
0,"cg05849927"
0,"cg05850448"
0,"cg05850818"
0,"cg05852043"
0,"cg05852264"
0,"cg05856738"
0,"cg05857652"
0,"cg05858495"
0,"cg05866252"
0,"cg05866404"
0,"cg05867960"
0,"cg05869876"
0,"cg05870606"
0,"cg05870684"
0,"cg05871467"
0,"cg05874175"
0,"cg05874558"
0,"cg05874561"
0,"cg05877118"
0,"cg05879032"
0,"cg05879189"
0,"cg05881418"
0,"cg05882752"
0,"cg05883326"
0,"cg05884078"
0,"cg05884116"
0,"cg05885555"
0,"cg05886164"
0,"cg05889958"
0,"cg05892496"
0,"cg05894849"
0,"cg05895882"
0,"cg05897263"
0,"cg05897405"
0,"cg05898104"
0,"cg05899134"
0,"cg05901294"
0,"cg05901920"
0,"cg05902128"
0,"cg05903995"
0,"cg05906698"
0,"cg05907696"
0,"cg05907933"
0,"cg05910942"
0,"cg05912002"
0,"cg05917570"
0,"cg05918878"
0,"cg05919543"
0,"cg05921577"
0,"cg05927178"
0,"cg05928030"
0,"cg05928186"
0,"cg05928260"
0,"cg05928373"
0,"cg05929136"
0,"cg05932420"
0,"cg05933505"
0,"cg05934247"
0,"cg05934936"
0,"cg05938033"
0,"cg05940554"
0,"cg05940851"
0,"cg05940993"
0,"cg05941858"
0,"cg05942016"
0,"cg05944164"
0,"cg05949171"
0,"cg05951553"
0,"cg05951656"
0,"cg05951790"
0,"cg05952583"
0,"cg05954117"
0,"cg05955690"
0,"cg05958024"
0,"cg05959258"
0,"cg05960393"
0,"cg05961447"
0,"cg05965244"
0,"cg05965853"
0,"cg05966565"
0,"cg05967003"
0,"cg05968022"
0,"cg05968532"
0,"cg05970344"
0,"cg05971894"
0,"cg05972494"
0,"cg05973305"
0,"cg05977669"
0,"cg05978546"
0,"cg05981231"
0,"cg05982757"
0,"cg05983884"
0,"cg05983909"
0,"cg05985706"
0,"cg05986494"
0,"cg05991704"
0,"cg05992357"
0,"cg05992809"
0,"cg05992953"
0,"cg05998283"
0,"cg05998656"
0,"cg05998899"
0,"cg06001189"
0,"cg06003285"
0,"cg06004041"
0,"cg06004718"
0,"cg06008935"
0,"cg06009440"
0,"cg06012371"
0,"cg06017394"
0,"cg06018531"
0,"cg06018714"
0,"cg06021159"
0,"cg06022449"
0,"cg06023161"
0,"cg06023837"
0,"cg06029792"
0,"cg06031930"
0,"cg06033025"
0,"cg06033125"
0,"cg06034833"
0,"cg06035086"
0,"cg06035850"
0,"cg06039237"
0,"cg06040937"
0,"cg06042645"
0,"cg06043205"
0,"cg06045699"
0,"cg06048014"
0,"cg06053159"
0,"cg06056301"
0,"cg06059859"
0,"cg06060112"
0,"cg06060272"
0,"cg06063489"
0,"cg06071123"
0,"cg06071218"
0,"cg06071744"
0,"cg06073898"
0,"cg06074633"
0,"cg06078326"
0,"cg06078629"
0,"cg06079669"
0,"cg06081084"
0,"cg06082741"
0,"cg06083851"
0,"cg06087606"
0,"cg06092926"
0,"cg06093379"
0,"cg06094880"
0,"cg06096603"
0,"cg06101599"
0,"cg06102298"
0,"cg06102392"
0,"cg06103844"
0,"cg06105149"
0,"cg06105583"
0,"cg06107587"
0,"cg06111305"
0,"cg06113157"
0,"cg06113532"
0,"cg06115225"
0,"cg06115556"
0,"cg06115997"
0,"cg06116160"
0,"cg06116359"
0,"cg06121124"
0,"cg06121619"
0,"cg06124187"
0,"cg06124492"
0,"cg06126829"
0,"cg06132693"
0,"cg06132741"
0,"cg06139815"
0,"cg06143513"
0,"cg06144427"
0,"cg06144801"
0,"cg06147822"
0,"cg06149306"
0,"cg06149692"
0,"cg06149706"
0,"cg06153489"
0,"cg06154686"
0,"cg06154860"
0,"cg06156376"
0,"cg06158983"
0,"cg06160165"
0,"cg06160315"
0,"cg06163441"
0,"cg06165608"
0,"cg06166628"
0,"cg06166972"
0,"cg06167345"
0,"cg06169018"
0,"cg06169536"
0,"cg06170661"
0,"cg06172116"
0,"cg06173875"
0,"cg06176190"
0,"cg06176348"
0,"cg06177598"
0,"cg06177670"
0,"cg06179749"
0,"cg06184921"
0,"cg06184939"
0,"cg06186330"
0,"cg06186797"
0,"cg06186992"
0,"cg06188611"
0,"cg06188746"
0,"cg06190062"
0,"cg06190403"
0,"cg06191395"
0,"cg06196984"
0,"cg06198114"
0,"cg06201888"
0,"cg06202504"
0,"cg06204250"
0,"cg06207958"
0,"cg06209665"
0,"cg06215536"
0,"cg06216926"
0,"cg06220276"
0,"cg06220792"
0,"cg06222302"
0,"cg06225551"
0,"cg06225765"
0,"cg06227366"
0,"cg06230736"
0,"cg06232035"
0,"cg06235963"
0,"cg06236900"
0,"cg06238780"
0,"cg06239389"
0,"cg06242145"
0,"cg06244551"
0,"cg06245192"
0,"cg06245691"
0,"cg06247149"
0,"cg06249235"
0,"cg06251539"
0,"cg06251571"
0,"cg06256346"
0,"cg06257833"
0,"cg06259996"
0,"cg06260064"
0,"cg06261373"
0,"cg06263450"
0,"cg06263643"
0,"cg06272543"
0,"cg06275769"
0,"cg06276678"
0,"cg06277783"
0,"cg06281302"
0,"cg06282210"
0,"cg06282832"
0,"cg06283343"
0,"cg06283414"
0,"cg06287583"
0,"cg06288368"
0,"cg06291274"
0,"cg06293906"
0,"cg06294013"
0,"cg06300521"
0,"cg06302757"
0,"cg06302892"
0,"cg06307087"
0,"cg06308115"
0,"cg06308222"
0,"cg06310285"
0,"cg06310715"
0,"cg06315860"
0,"cg06316858"
0,"cg06316981"
0,"cg06318819"
0,"cg06319737"
0,"cg06321313"
0,"cg06322808"
0,"cg06323129"
0,"cg06327727"
0,"cg06328360"
0,"cg06330379"
0,"cg06330691"
0,"cg06330726"
0,"cg06332339"
0,"cg06333730"
0,"cg06336360"
0,"cg06336711"
0,"cg06337174"
0,"cg06338978"
0,"cg06341810"
0,"cg06342113"
0,"cg06343015"
0,"cg06345626"
0,"cg06347640"
0,"cg06350884"
0,"cg06350925"
0,"cg06352032"
0,"cg06352855"
0,"cg06354898"
0,"cg06355132"
0,"cg06358822"
0,"cg06360155"
0,"cg06362153"
0,"cg06363517"
0,"cg06367851"
0,"cg06368141"
0,"cg06369721"
0,"cg06370004"
0,"cg06378297"
0,"cg06380810"
0,"cg06382285"
0,"cg06382378"
0,"cg06384413"
0,"cg06384463"
0,"cg06385312"
0,"cg06386724"
0,"cg06388819"
0,"cg06391284"
0,"cg06391468"
0,"cg06391630"
0,"cg06391736"
0,"cg06392275"
0,"cg06392318"
0,"cg06393286"
0,"cg06395838"
0,"cg06397491"
0,"cg06399229"
0,"cg06405935"
0,"cg06406458"
0,"cg06411456"
0,"cg06411936"
0,"cg06412376"
0,"cg06412451"
0,"cg06413694"
0,"cg06414031"
0,"cg06414149"
0,"cg06414428"
0,"cg06415356"
0,"cg06416568"
0,"cg06418113"
0,"cg06419952"
0,"cg06421474"
0,"cg06423192"
0,"cg06423975"
0,"cg06425973"
0,"cg06426449"
0,"cg06428056"
0,"cg06429021"
0,"cg06431050"
0,"cg06431538"
0,"cg06433000"
0,"cg06433674"
0,"cg06436715"
0,"cg06438063"
0,"cg06438433"
0,"cg06439535"
0,"cg06440786"
0,"cg06441752"
0,"cg06444905"
0,"cg06452118"
0,"cg06454786"
0,"cg06454821"
0,"cg06455216"
0,"cg06456512"
0,"cg06457419"
0,"cg06458329"
0,"cg06459870"
0,"cg06460049"
0,"cg06460404"
0,"cg06461219"
0,"cg06461708"
0,"cg06462957"
0,"cg06467581"
0,"cg06467707"
0,"cg06468355"
0,"cg06468945"
0,"cg06470132"
0,"cg06471283"
0,"cg06472065"
0,"cg06474092"
0,"cg06474489"
0,"cg06474943"
0,"cg06475639"
0,"cg06479604"
0,"cg06482098"
0,"cg06484622"
0,"cg06484668"
0,"cg06487902"
0,"cg06489241"
0,"cg06491768"
0,"cg06492554"
0,"cg06493080"
0,"cg06493372"
0,"cg06494562"
0,"cg06496700"
0,"cg06496890"
0,"cg06497069"
0,"cg06497904"
0,"cg06499652"
0,"cg06500173"
0,"cg06500591"
0,"cg06503690"
0,"cg06504507"
0,"cg06506831"
0.0412159920732357,"cg06510679"
0,"cg06513706"
0,"cg06513900"
0,"cg06519225"
0,"cg06519243"
0,"cg06520878"
0,"cg06522774"
0,"cg06523030"
0,"cg06524778"
0,"cg06528750"
0,"cg06529586"
0,"cg06537244"
0,"cg06540369"
0,"cg06540487"
0,"cg06544379"
0,"cg06545110"
0,"cg06548914"
0,"cg06550953"
0,"cg06551211"
0,"cg06552054"
0,"cg06553243"
0,"cg06553764"
0,"cg06554809"
0,"cg06554892"
0,"cg06557369"
0,"cg06558044"
0,"cg06561106"
0,"cg06561262"
0,"cg06562535"
0,"cg06562958"
0,"cg06563630"
0,"cg06564900"
0,"cg06566869"
0,"cg06570740"
0,"cg06570848"
0,"cg06571003"
0,"cg06571779"
0,"cg06573357"
0,"cg06577264"
-0.140792072270602,"cg06577299"
0,"cg06581691"
0,"cg06582795"
0,"cg06584607"
0,"cg06587088"
0,"cg06591354"
0,"cg06591875"
0,"cg06594236"
0,"cg06595108"
0,"cg06600911"
0,"cg06603975"
0,"cg06605797"
0,"cg06607996"
0,"cg06610975"
0,"cg06612228"
0,"cg06613586"
0,"cg06614943"
0,"cg06617495"
0,"cg06618394"
0,"cg06619360"
0,"cg06619487"
0,"cg06620770"
0,"cg06620993"
0,"cg06623498"
0,"cg06624170"
0,"cg06624201"
0,"cg06624291"
0,"cg06625233"
0,"cg06626316"
0,"cg06626742"
0,"cg06628615"
0,"cg06630289"
0,"cg06633079"
0,"cg06633884"
0,"cg06637343"
0,"cg06637963"
0,"cg06639375"
0,"cg06640770"
0,"cg06644235"
0,"cg06645733"
0,"cg06645865"
0,"cg06646475"
0,"cg06648649"
0,"cg06649032"
0,"cg06655030"
0,"cg06656085"
0,"cg06658439"
0,"cg06658605"
0,"cg06659440"
0,"cg06661007"
0,"cg06662482"
0,"cg06662679"
0,"cg06663166"
0,"cg06663472"
0,"cg06663517"
0,"cg06663733"
0,"cg06665099"
0,"cg06666664"
0,"cg06669050"
0,"cg06674488"
0,"cg06675048"
0,"cg06676538"
0,"cg06678170"
0,"cg06678289"
0,"cg06679017"
0,"cg06679273"
0,"cg06679494"
0,"cg06679868"
0,"cg06681737"
0,"cg06682189"
0,"cg06683245"
0,"cg06684787"
0,"cg06685968"
0,"cg06690459"
0,"cg06691214"
0,"cg06695854"
0,"cg06699148"
0,"cg06700189"
0,"cg06700387"
0,"cg06700718"
0,"cg06706416"
0,"cg06708132"
0,"cg06710083"
0,"cg06711244"
0,"cg06712147"
0,"cg06712694"
0,"cg06712913"
0,"cg06712965"
0,"cg06715092"
0,"cg06715914"
0,"cg06718000"
0,"cg06721070"
0,"cg06721611"
0,"cg06721772"
0,"cg06723383"
0,"cg06727176"
0,"cg06729321"
0,"cg06732973"
0,"cg06733558"
0,"cg06733729"
0,"cg06734127"
0,"cg06734921"
0,"cg06744585"
0,"cg06748976"
0,"cg06750538"
0,"cg06750881"
0,"cg06752483"
0,"cg06753201"
0,"cg06753411"
0,"cg06757784"
0,"cg06758077"
0,"cg06758827"
0,"cg06759265"
0,"cg06760134"
0,"cg06760710"
0,"cg06763486"
0,"cg06763662"
0,"cg06765617"
0,"cg06766626"
0,"cg06766842"
0,"cg06767010"
0,"cg06771025"
0,"cg06771612"
0,"cg06772109"
0,"cg06773738"
0,"cg06773790"
0,"cg06774176"
0,"cg06777818"
0,"cg06779064"
0,"cg06782334"
0,"cg06782921"
0,"cg06783533"
0,"cg06784824"
0,"cg06784992"
0,"cg06785646"
0,"cg06786029"
0,"cg06787049"
0,"cg06788091"
0,"cg06788161"
0,"cg06788975"
0,"cg06789667"
0,"cg06790275"
0,"cg06790494"
0,"cg06790804"
0,"cg06791297"
0,"cg06792381"
0,"cg06795337"
0,"cg06795598"
0,"cg06796713"
0,"cg06799948"
0,"cg06801233"
0,"cg06804258"
0,"cg06804400"
0,"cg06805124"
0,"cg06805674"
0,"cg06807854"
0,"cg06810228"
0,"cg06810447"
0,"cg06811295"
0,"cg06812724"
0,"cg06813117"
0,"cg06815585"
0,"cg06817822"
0,"cg06818307"
0,"cg06821075"
0,"cg06827019"
0,"cg06828322"
0,"cg06831856"
0,"cg06832823"
0,"cg06833700"
0,"cg06834901"
0,"cg06836529"
0,"cg06837246"
0,"cg06837339"
0,"cg06837923"
0,"cg06840251"
0,"cg06841460"
0,"cg06846902"
0,"cg06847330"
0,"cg06849858"
0,"cg06853774"
0,"cg06855624"
0,"cg06856188"
0,"cg06857662"
0,"cg06858279"
0,"cg06860230"
0,"cg06862200"
0,"cg06866269"
0,"cg06867259"
0,"cg06867829"
0,"cg06868273"
0,"cg06868293"
0,"cg06871379"
0,"cg06871806"
0,"cg06872549"
0,"cg06873785"
0,"cg06873806"
0,"cg06874976"
0,"cg06875255"
0,"cg06877198"
0,"cg06878498"
0,"cg06878766"
0,"cg06878819"
0,"cg06879344"
0,"cg06881444"
0,"cg06882168"
0,"cg06887993"
0,"cg06892088"
0,"cg06892279"
0,"cg06892314"
0,"cg06893303"
0,"cg06893666"
0,"cg06894182"
0,"cg06894886"
0,"cg06898890"
0,"cg06900718"
0,"cg06900751"
0,"cg06901404"
0,"cg06905417"
0,"cg06905511"
0,"cg06907391"
0,"cg06908171"
0,"cg06908520"
0,"cg06908862"
0,"cg06910273"
0,"cg06910518"
0,"cg06915569"
0,"cg06921339"
0,"cg06921573"
0,"cg06922131"
0,"cg06922797"
0,"cg06923126"
0,"cg06923797"
0,"cg06926934"
0,"cg06928484"
0,"cg06929306"
0,"cg06930747"
0,"cg06931807"
0,"cg06931862"
0,"cg06933499"
-0.0184760121960223,"cg06937549"
0,"cg06939982"
0,"cg06940357"
0,"cg06941198"
0,"cg06944510"
0,"cg06945527"
0,"cg06946028"
0,"cg06946968"
0,"cg06950738"
0,"cg06952535"
0,"cg06955758"
0,"cg06959732"
0,"cg06960698"
0,"cg06963053"
0,"cg06964030"
0,"cg06965767"
0,"cg06968264"
0,"cg06980755"
0,"cg06981222"
0,"cg06981318"
0,"cg06981660"
0,"cg06989214"
0,"cg06992077"
0,"cg06993177"
0,"cg06997381"
0,"cg06997801"
0,"cg06998540"
0,"cg06998544"
0,"cg07000535"
0,"cg07000689"
0,"cg07002423"
0,"cg07003249"
0,"cg07003873"
0,"cg07005811"
0,"cg07006187"
0,"cg07010480"
0,"cg07011212"
0,"cg07012968"
0,"cg07013496"
0,"cg07014255"
0,"cg07014677"
0,"cg07018026"
0,"cg07018671"
0,"cg07020859"
0,"cg07021307"
0,"cg07022610"
0,"cg07024223"
0,"cg07024948"
0,"cg07024996"
0,"cg07025752"
0,"cg07026794"
0,"cg07028853"
0,"cg07030812"
0,"cg07031988"
0,"cg07032712"
0,"cg07037105"
0,"cg07040389"
0,"cg07040792"
0,"cg07042258"
0,"cg07045182"
0,"cg07045998"
0,"cg07046041"
0,"cg07047255"
0,"cg07048205"
0,"cg07048527"
0,"cg07054032"
0,"cg07056567"
0,"cg07059871"
0,"cg07060006"
0,"cg07060238"
0,"cg07062999"
0,"cg07064892"
0,"cg07066261"
0,"cg07069368"
0,"cg07071008"
0,"cg07075226"
0,"cg07080569"
0,"cg07081182"
0,"cg07083470"
0,"cg07083829"
0,"cg07085643"
0,"cg07086730"
0,"cg07087324"
0,"cg07091001"
0,"cg07092263"
0,"cg07094321"
0,"cg07099180"
0,"cg07099245"
0,"cg07099833"
0,"cg07102105"
0,"cg07102509"
0,"cg07104049"
0,"cg07105062"
0,"cg07105870"
0,"cg07110894"
0,"cg07111325"
0,"cg07115282"
0,"cg07116727"
0,"cg07117087"
0,"cg07117595"
0,"cg07117806"
0,"cg07119855"
0,"cg07121495"
0,"cg07122114"
0,"cg07123668"
0,"cg07124148"
0,"cg07127398"
0,"cg07131533"
0,"cg07134200"
0,"cg07134971"
0,"cg07136911"
0,"cg07141917"
0,"cg07142461"
0,"cg07143052"
0,"cg07144534"
0,"cg07145843"
0,"cg07146324"
0,"cg07149402"
0,"cg07150184"
0,"cg07153353"
0,"cg07155325"
0,"cg07158748"
0,"cg07159253"
0,"cg07163137"
0,"cg07165216"
0,"cg07166502"
0,"cg07167921"
0,"cg07168840"
0,"cg07169347"
0,"cg07169519"
0,"cg07170425"
0,"cg07171305"
0,"cg07175149"
0,"cg07182005"
0,"cg07182240"
0,"cg07184727"
0,"cg07186014"
0,"cg07187097"
0,"cg07187725"
0,"cg07189644"
0,"cg07190012"
0,"cg07195259"
0,"cg07195437"
0,"cg07196802"
0,"cg07199170"
0,"cg07199314"
0,"cg07200166"
0,"cg07201422"
-0.478701043183642,"cg07201657"
0,"cg07202208"
0,"cg07202778"
0,"cg07206688"
0,"cg07206761"
0,"cg07211437"
0,"cg07211487"
0,"cg07211916"
0,"cg07212773"
0,"cg07220504"
0,"cg07220690"
0,"cg07221146"
0,"cg07222123"
0,"cg07223810"
0,"cg07224007"
0,"cg07224103"
0,"cg07224849"
0,"cg07227573"
0,"cg07227780"
0,"cg07228206"
0,"cg07230616"
0,"cg07232817"
0,"cg07233233"
0,"cg07234865"
0,"cg07236812"
0,"cg07237683"
0,"cg07240567"
0,"cg07246225"
0,"cg07248876"
0,"cg07248946"
0,"cg07249939"
0,"cg07250129"
0,"cg07250387"
0,"cg07252888"
0,"cg07254032"
0,"cg07254243"
0,"cg07256747"
0,"cg07259683"
0,"cg07263478"
0,"cg07263555"
0,"cg07264916"
0,"cg07265167"
0,"cg07265990"
0,"cg07266482"
0,"cg07269134"
0,"cg07270839"
0,"cg07274543"
0,"cg07275387"
0,"cg07275860"
0,"cg07278034"
0,"cg07279255"
0,"cg07280826"
0,"cg07283031"
0,"cg07284967"
0,"cg07287059"
0,"cg07287694"
0,"cg07289244"
0,"cg07289766"
0,"cg07290866"
0,"cg07291145"
0,"cg07291847"
0,"cg07292994"
0,"cg07293320"
0,"cg07296993"
0,"cg07298680"
0,"cg07299823"
0,"cg07299882"
0,"cg07300217"
0,"cg07300474"
0,"cg07306283"
0,"cg07308881"
0,"cg07309812"
0,"cg07314277"
0,"cg07320797"
0,"cg07322062"
0,"cg07322285"
0,"cg07322750"
0,"cg07322848"
0,"cg07323054"
0,"cg07324453"
0,"cg07332354"
0,"cg07334368"
0,"cg07335109"
0,"cg07336259"
0,"cg07339555"
0,"cg07340207"
0,"cg07340222"
0,"cg07340783"
0,"cg07342607"
0,"cg07344086"
0,"cg07346343"
0,"cg07349086"
0,"cg07349222"
0,"cg07349648"
0,"cg07350767"
0,"cg07352145"
0,"cg07352393"
0,"cg07356745.1"
0,"cg07356745.2"
0,"cg07356774"
0,"cg07357026"
0,"cg07359023"
0,"cg07361703"
0,"cg07363423"
0,"cg07366921"
0,"cg07369538"
0,"cg07372260"
0,"cg07374022"
0,"cg07375635"
0,"cg07378032"
0,"cg07379554"
0,"cg07379873"
0,"cg07382457"
0,"cg07384157"
0,"cg07392475"
0,"cg07392671"
0,"cg07392883"
0,"cg07397105"
0,"cg07398354"
0,"cg07399752"
0,"cg07410014"
0,"cg07413388"
0,"cg07414245"
0,"cg07414895"
0,"cg07415935"
0,"cg07417146"
0,"cg07419559"
0,"cg07421453"
0,"cg07421911"
0,"cg07423797"
0,"cg07425219"
0,"cg07425396"
0,"cg07425439"
0,"cg07425443"
0,"cg07428697"
0,"cg07429125"
0,"cg07430406"
0,"cg07431199"
0,"cg07436962"
0,"cg07437635"
0,"cg07439922"
0,"cg07440346"
0,"cg07440569"
0,"cg07440855"
0,"cg07440924"
0,"cg07442873"
0,"cg07443440"
0,"cg07443727"
0,"cg07448217"
0,"cg07448535"
0,"cg07456600"
0,"cg07456629"
0,"cg07456773"
0,"cg07456914"
0,"cg07458047"
0,"cg07461561"
0,"cg07462160"
0,"cg07464681"
0,"cg07468634"
0,"cg07474692"
0,"cg07475226"
0,"cg07475235"
0,"cg07479336"
0,"cg07479479"
0,"cg07480114"
0,"cg07481714"
0,"cg07483210"
0,"cg07483830"
0,"cg07484877"
0,"cg07491098"
0,"cg07493173"
